venue,venue_type,toss_winner,toss_decision,batting_first,ind_batting_strength,ind_bowling_strength,afg_batting_strength,afg_bowling_strength,ind_recent_form,afg_recent_form,ind_icc_rank,afg_icc_rank,ind_player_form_idx,afg_player_form_idx,ind_score,afg_score,margin,winner,top_scorer,top_bowler,ind_h2h_win_pct,ind_avg_score,afg_avg_score
Delhi,Home_India,India,Bat,India,75.7015454225005,75.23052028105971,63.2585180892268,72.113166564493,0.5467515042363756,0.6943433761643749,1,9,69.25897945571852,53.909718401069846,331,308,23 runs,India,Rohit Sharma,Mohammed Shami,0.8443687086646717,303.4,269.7
Chennai,Home_India,Afghanistan,Bat,Afghanistan,71.60108809661972,92.24868260282314,84.03749198092868,70.67519067534975,0.6800381074363437,0.30885378041179884,1,9,79.22130674181665,62.41778174157767,215,214,6 wickets,India,Rohit Sharma,Naveen-ul-Haq,0.8315241941069561,289.6,263.7
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,86.35057694146901,83.3243406206463,64.4914822257478,80.84950887419696,0.7260289132146774,0.6434688219717984,1,9,63.524276966294785,73.56999805833368,245,263,18 runs,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.8184596050116327,292.8,262.5
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,87.37051824679301,83.83094577759661,83.62461963889608,68.25706106421168,0.7571333563262952,0.45279201818517834,1,9,88.70444011772634,59.899246858708295,251,250,5 wickets,India,Ibrahim Zadran,Ravindra Jadeja,0.8344509918267287,294.8,265.0
Delhi,Home_India,Afghanistan,Bat,Afghanistan,94.054647737295,93.02971702201498,66.75958088276641,83.48146086700784,0.8982416807214024,0.40106520086851294,1,9,73.10331507969958,65.60542209700279,220,218,6 wickets,India,KL Rahul,Mohammed Siraj,0.8100546239001036,280.6,255.0
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,81.08999253295468,78.42204956826804,81.83135891729182,81.21295605282073,0.5340801910238648,0.5600369804559726,1,9,79.60969429216861,78.68663520930883,214,212,5 wickets,India,Rohit Sharma,Mohammed Shami,0.7634369613892024,271.6,249.5
Chennai,Home_India,India,Bat,India,70.07552178390404,79.95864899611614,83.19478698438289,86.43908005416051,0.788234567748255,0.606305328419016,1,9,62.74448873788941,65.41627504334701,300,261,39 runs,India,Virat Kohli,Fazalhaq Farooqi,0.7891218165041421,272.1,251.4
Delhi,Home_India,Afghanistan,Bat,Afghanistan,90.25758247808332,77.70076273361094,71.71629092490963,86.58729951047876,0.574332822226137,0.6911973694952938,1,9,89.82863957283178,66.66851464047208,251,267,16 runs,Afghanistan,Mohammad Nabi,Kuldeep Yadav,0.8471294911972937,262.9,248.7
Chennai,Home_India,India,Bat,India,80.61232081691338,81.18648448716446,67.01588949691289,87.36128331197622,0.5613459309662983,0.5933311634867449,1,9,60.01230868317525,67.8854800820713,312,253,59 runs,India,Shubman Gill,Mohammed Siraj,0.7851137813595657,261.1,245.9
Dubai,Neutral,India,Field,Afghanistan,74.63814938144299,88.03359589756855,77.81503518245984,80.82470193589558,0.6277267520085497,0.4008809608637323,1,9,88.67756399886133,77.69898524809788,280,275,7 wickets,India,Shubman Gill,Mohammed Shami,0.8367827913731369,261.9,252.1
Sharjah,Neutral,India,Bat,India,81.30808694085741,83.4877803614502,63.91907368998237,74.80733929931537,0.7149667754399228,0.3090017309714746,1,9,73.32339015526219,73.440686551856,315,244,71 runs,India,Rohit Sharma,Kuldeep Yadav,0.759321147077487,260.3,245.7
Dubai,Neutral,India,Field,Afghanistan,92.73888571093006,75.3606401965046,73.92618965480585,83.10902351342327,0.7165341530805069,0.42955822103215163,1,9,64.08751695275933,76.62689215448574,283,282,5 wickets,India,Shubman Gill,Jasprit Bumrah,0.7834183842375471,267.1,252.5
Delhi,Home_India,Afghanistan,Field,India,81.76905980969008,92.56230393971403,74.64630306082921,80.50641868214501,0.82170446175138,0.5636622178400537,1,9,71.94164522036813,65.40900151785954,305,232,73 runs,India,Virat Kohli,Mohammed Shami,0.785095332472738,273.1,249.4
Dubai,Neutral,India,Bat,India,79.70303641921242,76.91380232116002,82.8646108805437,67.09383524374516,0.7592836709794224,0.46527779152111903,1,9,72.16858170766326,70.38655509718052,324,288,36 runs,India,Rohit Sharma,Jasprit Bumrah,0.7551602543108981,280.4,253.2
Sharjah,Neutral,India,Field,Afghanistan,89.30079464930887,91.56425515773188,64.26325973484438,85.64063815179799,0.7624584367389768,0.652741920328273,1,9,74.55842151330594,66.26100035291606,213,237,24 runs,Afghanistan,Virat Kohli,Rashid Khan,0.7619094330186755,279.7,255.1
Chennai,Home_India,Afghanistan,Field,India,79.8292608641066,82.75528657059499,67.17167187456985,71.17733089965823,0.8444251745918878,0.32794476827386465,1,9,80.32833546298782,55.18460154369357,304,258,46 runs,India,KL Rahul,Mohammed Siraj,0.7693165211121772,288.7,259.7
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,76.74934092138655,90.36842142234484,82.12538311368147,70.09512449375444,0.6854191357035687,0.4881296191748825,1,9,86.20725917279202,72.88397158627416,299,331,32 runs,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.8337815590810114,288.6,266.7
Sharjah,Neutral,India,Field,Afghanistan,91.18387634773417,75.1907790805109,70.07225077625121,85.8665928473728,0.7961252123375806,0.5171365497336298,1,9,75.889335811054,60.43310292813313,306,304,7 wickets,India,Rohit Sharma,Mohammed Siraj,0.7563401989939806,294.1,270.4
Sharjah,Neutral,Afghanistan,Field,India,80.45907596071983,89.28306292784347,81.53080568150965,68.55775150825181,0.6806188091269698,0.4632080365140324,1,9,80.62394412149185,57.49602395773788,328,261,67 runs,India,Rohit Sharma,Kuldeep Yadav,0.7798700901344388,295.7,271.2
Dubai,Neutral,India,Field,Afghanistan,80.45328999484056,93.2203139995844,84.82909347333697,67.4401171488029,0.5932212751939434,0.6801519005928373,1,9,88.7498305944416,52.93121826160275,254,249,4 wickets,India,Rahmanullah Gurbaz,Mohammed Siraj,0.7510175002589268,293.1,268.6
Chennai,Home_India,Afghanistan,Field,India,70.37496250942841,78.22200046512845,84.9003195845562,69.1399911820458,0.7010190426888092,0.6393670905722044,1,9,60.61204832064619,68.13466946775378,340,299,41 runs,India,Virat Kohli,Kuldeep Yadav,0.8195627745403025,295.6,274.1
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,77.08652873160197,88.73511440563817,76.85549081118492,70.09435162377171,0.51391967994734,0.4636998295141589,1,9,68.6757945589761,74.26933248841127,234,233,5 wickets,India,Rohit Sharma,Ravindra Jadeja,0.812030309004338,290.7,269.2
Sharjah,Neutral,Afghanistan,Field,India,85.16280563308047,87.0851903197385,80.67895371069059,74.77505552483355,0.6101786719162037,0.40601396725621897,1,9,76.08576837846613,63.47444608196638,361,329,32 runs,India,Rahmanullah Gurbaz,Mohammed Shami,0.8144982262053142,296.3,278.9
Dubai,Neutral,Afghanistan,Bat,Afghanistan,87.96509351725489,79.27473375963821,64.92384075521804,74.49344136638005,0.5911113366471206,0.5335433069232061,1,9,71.14390018003414,63.467351677783704,242,236,8 wickets,India,Rohit Sharma,Fazalhaq Farooqi,0.787438278471462,288.1,273.7
Delhi,Home_India,Afghanistan,Field,India,83.42923304010073,79.0707104496361,63.89379057163824,85.2497037660929,0.6734894811325685,0.4648374438530156,1,9,61.06836450818525,64.9392890776218,379,293,86 runs,India,Rohit Sharma,Mohammed Shami,0.7708267821267569,304.7,279.3
Delhi,Home_India,India,Field,Afghanistan,87.6757792330721,78.54963669982024,66.30557835576548,83.6468007002995,0.8788682467373576,0.35437309894692826,1,9,74.92948663515655,56.42528758218761,252,275,23 runs,Afghanistan,Suryakumar Yadav,Rashid Khan,0.8220320213286034,299.5,281.0
Chennai,Home_India,India,Field,Afghanistan,73.59219062960531,89.19866146868492,73.34313534178611,68.30819283277715,0.5036966353622058,0.623262819609685,1,9,65.28583218492743,68.18649926662297,300,303,3 runs,Afghanistan,Hashmatullah Shahidi,Rashid Khan,0.8311117872740695,299.6,278.2
Chennai,Home_India,Afghanistan,Bat,Afghanistan,77.8913406745581,76.73879121384509,65.57375021394384,69.32534702901874,0.6712077409758576,0.563313513370463,1,9,67.91418224839073,50.362098059018535,316,313,8 wickets,India,Rohit Sharma,Mohammed Siraj,0.7638601498098202,300.6,279.1
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,94.07176235004525,86.78941606186494,71.77931398445355,78.18823739564719,0.8711602519448108,0.6313512582406584,1,9,69.68936200091424,57.117630909714116,260,290,30 runs,Afghanistan,Rahmat Shah,Rashid Khan,0.7986829427937422,293.8,282.0
Dubai,Neutral,Afghanistan,Field,India,88.60123628071445,85.06438414365924,61.694909895702814,81.64235611011956,0.8223880514683816,0.4157991460478878,1,9,79.92377217850051,62.797757031631804,268,180,88 runs,India,Shubman Gill,Jasprit Bumrah,0.7748715681978863,295.2,275.1
Chennai,Home_India,Afghanistan,Field,India,92.0837425255526,84.91434020156551,67.83126851222055,82.33432117192037,0.5880265019138767,0.4554124592024168,1,9,85.97181711320381,71.73267020807945,327,304,23 runs,India,KL Rahul,Jasprit Bumrah,0.7668106861206134,293.9,275.6
Chennai,Home_India,Afghanistan,Field,India,78.89920977080591,80.68208298454866,64.40223219859635,82.0966570120101,0.6008279547400686,0.4816669880671055,1,9,71.57578340508327,79.46232135906892,306,271,35 runs,India,Rahmanullah Gurbaz,Mohammed Siraj,0.8234325313494999,301.1,279.4
Mumbai,Home_India,Afghanistan,Field,India,72.2456438143021,86.81507442706129,74.98408879345664,74.63145678110106,0.6727374769248119,0.3215730331363485,1,9,75.49639531167787,65.14218426141055,314,289,25 runs,India,Rohit Sharma,Mohammed Siraj,0.8038096935472837,296.4,275.4
Dubai,Neutral,India,Field,Afghanistan,76.28575380468659,78.4714428830288,83.94588261121257,84.65620165249221,0.5921979349406084,0.43102651756885035,1,9,66.29678526914992,64.75627878382471,254,253,8 wickets,India,Shubman Gill,Mohammed Shami,0.7716185332378668,297.6,277.1
Sharjah,Neutral,India,Field,Afghanistan,70.49026331185634,88.42736017793591,73.07895374544104,85.66869535092538,0.5657570737313656,0.6216436984244527,1,9,83.75883043400147,53.81543567650661,211,205,7 wickets,India,Virat Kohli,Mohammed Siraj,0.7810000011211545,280.8,268.3
Delhi,Home_India,Afghanistan,Bat,Afghanistan,76.36801251143872,80.26492349661089,73.90590985064432,74.4624514304907,0.8790931216025222,0.350548056778802,1,9,89.21076404550597,56.91915920642792,231,229,6 wickets,India,Shubman Gill,Fazalhaq Farooqi,0.8466653671327743,278.7,263.7
Chennai,Home_India,Afghanistan,Bat,Afghanistan,89.32184840954633,81.77939852345642,63.577034885432845,84.73145126066352,0.6235443596945853,0.5635421616907368,1,9,76.9933105525988,64.15268928172623,295,292,5 wickets,India,Rahmat Shah,Naveen-ul-Haq,0.8348679564708557,278.2,262.6
Mumbai,Home_India,India,Bat,India,72.19432285308602,88.3636132391581,82.39530253496447,66.32912853145687,0.5562613356934667,0.5866527746808126,1,9,73.11844944733852,62.10645862441065,319,269,50 runs,India,Rohit Sharma,Noor Ahmad,0.8379946742873129,278.5,258.2
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,73.16363277990943,84.53240912621081,79.09038247404142,70.94008023140476,0.6923144672718909,0.6968063877587343,1,9,80.59951270062112,75.24070313915595,200,251,51 runs,Afghanistan,Hashmatullah Shahidi,Mujeeb Ur Rahman,0.7960012097080709,272.5,254.3
Dubai,Neutral,Afghanistan,Field,India,71.01272932353305,77.4582236508449,65.07676482300155,74.24489426615006,0.8382979513303053,0.4385064203151722,1,9,79.63863580546388,71.2794288441045,306,292,14 runs,India,Rohit Sharma,Kuldeep Yadav,0.8123807263920876,276.3,265.5
Kabul,Home_Afg,India,Bat,India,84.4263335428386,81.84531185579492,62.096843463800305,87.83449149827834,0.5508729814530043,0.32893935353442294,1,9,86.35592247621467,59.05503982678685,352,329,23 runs,India,Virat Kohli,Rashid Khan,0.7876767740204412,278.8,268.0
Mumbai,Home_India,India,Bat,India,79.78635676986178,80.24225944033593,68.57610014482526,74.44610921349049,0.7881664276369371,0.5046144776939167,1,9,88.30695651470931,51.25641181516327,355,252,103 runs,India,Rohit Sharma,Mohammed Shami,0.7577711975688891,283.7,266.1
Chennai,Home_India,India,Bat,India,93.00492465185684,75.98317047242855,74.3374896233804,84.633488356143,0.5967710912476947,0.6505169394095749,1,9,60.57130227822876,71.9736388740119,262,266,6 wickets,Afghanistan,Rahmanullah Gurbaz,Kuldeep Yadav,0.7901069310656783,278.5,263.8
Chennai,Home_India,Afghanistan,Bat,Afghanistan,93.32783052921633,88.14395323280124,70.9757310995112,66.03226337887251,0.8680455253290515,0.4881184890766299,1,9,60.86990233007844,70.69463213986286,212,208,5 wickets,India,Rohit Sharma,Kuldeep Yadav,0.8093980753207145,274.3,259.3
Delhi,Home_India,India,Field,Afghanistan,75.3567952327565,76.28981360911692,74.35733849271433,79.3066780227962,0.7022969193421778,0.6268408532010459,1,9,85.83026463924041,68.4687319004938,243,238,7 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.7787144270768132,277.5,262.6
Sharjah,Neutral,India,Field,Afghanistan,70.31891199268577,88.90459311495471,70.44998042300878,78.0078221142069,0.7596322408075538,0.4400946457308307,1,9,87.51295515515383,54.01924600249344,254,273,19 runs,Afghanistan,Rahmat Shah,Noor Ahmad,0.8347950574727416,279.8,267.0
Chennai,Home_India,India,Field,Afghanistan,79.33915715097702,79.28600144645758,74.62804152317811,75.18702425496517,0.513670235616435,0.42786082490212024,1,9,84.31298740719512,70.69104604585606,274,268,6 wickets,India,Rahmanullah Gurbaz,Mohammed Siraj,0.7651100159174599,277.7,264.6
Sharjah,Neutral,Afghanistan,Field,India,77.77432553457584,76.99327844153552,66.8116796008274,84.13106190425867,0.8921883191132285,0.49753880589662447,1,9,60.291010647691266,54.20134436402687,352,287,65 runs,India,Shubman Gill,Rashid Khan,0.7867129089436921,281.0,266.4
Sharjah,Neutral,India,Field,Afghanistan,71.87734114513285,93.86714597419763,69.12709183211001,85.98943701227093,0.8122087211028087,0.6021749090062325,1,9,78.20158739346695,68.80351451155533,190,186,5 wickets,India,Shubman Gill,Jasprit Bumrah,0.7624903905324203,280.0,259.9
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,85.9500808804062,87.57442774051164,73.84320578495903,87.68752242510644,0.7929162269702785,0.6107785553570084,1,9,86.17388445251022,56.46919288177548,240,238,8 wickets,India,Suryakumar Yadav,Mujeeb Ur Rahman,0.7904832133985226,273.4,254.5
Chennai,Home_India,India,Field,Afghanistan,82.85201739048183,91.58363559899836,71.0945894820584,78.12961958751919,0.7108283754053834,0.3152811135029564,1,9,78.45644689790743,74.84129857322756,217,214,4 wickets,India,Rohit Sharma,Mohammed Siraj,0.7539661304974271,259.9,243.0
Delhi,Home_India,India,Bat,India,73.9375137018951,86.88663467853192,74.84026361116037,68.77625417329625,0.5493854294922944,0.6920207771905938,1,9,71.81157508959113,56.82265186170588,335,305,30 runs,India,Virat Kohli,Naveen-ul-Haq,0.7772549395061645,257.9,248.3
Delhi,Home_India,India,Bat,India,85.23613243318196,87.87104245974835,62.200150687786305,85.55129542046404,0.6557065587236193,0.42534776257214313,1,9,73.87084341743218,61.70198197242885,342,301,41 runs,India,Mohammad Nabi,Jasprit Bumrah,0.7900735255113684,265.9,251.8
Mumbai,Home_India,India,Bat,India,89.53807823832668,93.61615344689524,66.1437578046472,78.27006045278252,0.6098178338961778,0.6296377961937496,1,9,60.15972571713193,66.94457488659188,281,255,26 runs,India,Hashmatullah Shahidi,Fazalhaq Farooqi,0.7978165363276692,272.8,256.5
Kabul,Home_Afg,Afghanistan,Field,India,86.12265809662293,92.02968898627988,75.22988478483316,84.62297850887461,0.605838844752412,0.5078007419059924,1,9,73.51609617201228,50.349346985092886,308,310,5 wickets,Afghanistan,Hashmatullah Shahidi,Fazalhaq Farooqi,0.8043696358475142,279.3,263.7
Dubai,Neutral,India,Field,Afghanistan,84.79786011047675,89.72559797566844,74.28348821132693,66.5352558615674,0.5465782096338846,0.538589831017581,1,9,68.2493757592092,52.38935387104298,265,260,8 wickets,India,Shubman Gill,Kuldeep Yadav,0.7774991129789919,280.4,262.4
Delhi,Home_India,Afghanistan,Field,India,80.74006858621367,86.0864519616731,68.21864970874016,81.56997515119289,0.7575082432404978,0.4331273444366688,1,9,82.64617586725682,69.46085127599106,280,283,4 wickets,Afghanistan,Rahmat Shah,Rashid Khan,0.8023041334614873,281.0,263.9
Kabul,Home_Afg,Afghanistan,Field,India,70.28474170221382,88.93014366953778,69.40104477772891,86.68002333364907,0.8271939084308821,0.5350777878125248,1,9,67.56545945457808,56.111521798329996,381,338,43 runs,India,Ibrahim Zadran,Noor Ahmad,0.800900462156206,283.9,269.0
Chennai,Home_India,Afghanistan,Field,India,77.40163775097368,85.29858990784966,64.13426063782964,87.4873946949865,0.5431698219859975,0.6727776558617488,1,9,87.40734034208084,65.76081445458495,256,216,40 runs,India,Virat Kohli,Mohammed Shami,0.7816178050876209,290.5,272.0
Kabul,Home_Afg,India,Field,Afghanistan,85.75086443856095,81.81151874842237,67.52897549463613,78.29928508189882,0.6992518696735921,0.5318145476599924,1,9,68.59981743861069,61.00873495450986,295,321,26 runs,Afghanistan,Mohammad Nabi,Kuldeep Yadav,0.8330200330656479,296.0,280.3
Kabul,Home_Afg,Afghanistan,Field,India,72.59436771586851,91.25856810787874,60.97184242541723,80.15568426049909,0.6090230995261602,0.6486182722832505,1,9,74.54976853732498,59.16729377983477,256,259,3 wickets,Afghanistan,Rahmat Shah,Noor Ahmad,0.8045641126593566,299.9,284.8
Delhi,Home_India,Afghanistan,Bat,Afghanistan,82.94097339223586,82.63916038090538,74.10752661674576,67.63425597150601,0.8987962011250205,0.470222351078687,1,9,70.44691919122106,71.30629544948795,277,271,5 wickets,India,Rohit Sharma,Mohammed Shami,0.7832269718746545,294.1,281.4
Sharjah,Neutral,India,Bat,India,81.35676810901063,89.39116826530869,62.686330411047166,84.46074126776757,0.794287194711244,0.3846867113847863,1,9,64.3585802923736,59.48877046176873,306,266,40 runs,India,Rohit Sharma,Mohammed Siraj,0.8447338512080776,290.5,277.9
Delhi,Home_India,India,Field,Afghanistan,79.93068823915581,86.42640030866205,83.82811531269913,76.88492903362149,0.8276429304710751,0.5188510570275602,1,9,61.223550403065545,59.450248255693225,242,238,6 wickets,India,Shubman Gill,Mohammed Shami,0.8345112413071162,286.6,276.2
Sharjah,Neutral,Afghanistan,Field,India,84.38873769577758,94.01187931862249,81.47825899378083,70.25217912611349,0.5880439320076654,0.3804691868455603,1,9,87.6749668890751,75.57998459305162,246,252,3 wickets,Afghanistan,Rahmanullah Gurbaz,Fazalhaq Farooqi,0.8482587811551802,280.4,270.4
Kabul,Home_Afg,India,Field,Afghanistan,82.60951760746917,84.28663489590306,66.33495268898432,76.61564506142165,0.5121986191411018,0.35272414939898367,1,9,86.5976878850684,72.5503930109427,275,313,38 runs,Afghanistan,Rahmanullah Gurbaz,Kuldeep Yadav,0.8192233874645422,281.4,275.7
Sharjah,Neutral,Afghanistan,Field,India,79.24997214899943,89.81559734321345,79.60467948080199,82.55555937467265,0.7890446899337799,0.3818017354771183,1,9,70.13909937721436,64.09536304951024,193,195,4 wickets,Afghanistan,Virat Kohli,Mujeeb Ur Rahman,0.7878222905506047,272.7,266.9
Delhi,Home_India,Afghanistan,Bat,Afghanistan,78.26982478569138,90.09880400316658,68.23383810624887,68.17933799606276,0.6596161808193216,0.691965773112952,1,9,66.77644238800728,68.36475976829686,218,217,5 wickets,India,KL Rahul,Jasprit Bumrah,0.7780860666679013,256.4,254.8
Dubai,Neutral,India,Bat,India,82.19691514995148,89.04328657296625,72.83049939569547,85.05843946617136,0.6155748066630331,0.33449966852158597,1,9,88.09696834974018,61.34589048584657,316,239,77 runs,India,Rahmanullah Gurbaz,Jasprit Bumrah,0.8163317843674481,262.4,257.1
Dubai,Neutral,Afghanistan,Bat,Afghanistan,78.10784159688951,89.32329076355222,63.3854712454457,71.69975618572663,0.557884254454608,0.6244922233605431,1,9,66.67947705680356,71.5221066621563,253,250,4 wickets,India,Ibrahim Zadran,Kuldeep Yadav,0.8480816582495304,258.2,250.0
Delhi,Home_India,Afghanistan,Field,India,93.58245993114132,85.55544418137754,73.5007298065172,75.60377206624968,0.6303560573574571,0.4902620123699668,1,9,78.08422596800278,79.57974716511978,257,261,5 wickets,Afghanistan,Rahmat Shah,Rashid Khan,0.8126715080103849,258.3,250.2
Kabul,Home_Afg,India,Field,Afghanistan,86.43610817943662,92.90133445872428,69.82376912478382,87.12053700194578,0.6663144248276732,0.5404330661572863,1,9,81.29414139817115,78.51776039227815,262,304,42 runs,Afghanistan,Ibrahim Zadran,Rashid Khan,0.8381614940989839,256.8,253.5
Delhi,Home_India,India,Field,Afghanistan,83.02038965360205,80.37114281241283,79.41517099490977,77.70111244399847,0.7643895282598703,0.4291604274311604,1,9,74.43821855482815,68.52062752964201,248,258,10 runs,Afghanistan,Ibrahim Zadran,Jasprit Bumrah,0.7829103431047769,251.0,252.7
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,94.0410123078826,85.22935080085234,78.34800925719252,74.45408545178934,0.6420527056102865,0.46286571938684995,1,9,72.2758993135695,66.32540347825861,232,227,7 wickets,India,Rahmat Shah,Mujeeb Ur Rahman,0.7906953782474256,250.0,251.6
Delhi,Home_India,Afghanistan,Field,India,83.58674674953409,84.94307631765743,63.36964462293595,76.40973600551222,0.5676415601682606,0.35045431451830605,1,9,87.97937152023503,68.14850039443112,288,205,83 runs,India,Virat Kohli,Mohammed Siraj,0.8406275239589354,254.2,246.9
Dubai,Neutral,India,Field,Afghanistan,92.7245222978716,87.75860979159332,79.22924673808969,73.47693678763741,0.8840047523276502,0.6281845160633259,1,9,85.61845389043631,55.16582802277263,214,212,5 wickets,India,KL Rahul,Kuldeep Yadav,0.8256866701957819,248.1,236.8
Delhi,Home_India,India,Field,Afghanistan,76.77273058117179,92.10816324208577,60.7971198802148,66.75029974655781,0.6095659482519615,0.37994918985977744,1,9,66.95578841648545,73.938295677599,213,210,8 wickets,India,Suryakumar Yadav,Mohammed Shami,0.8481410320367906,250.1,238.3
Dubai,Neutral,India,Bat,India,84.07816484730117,75.11541322585936,70.73306914260488,74.38135331755825,0.5455781077778175,0.5704567154405829,1,9,81.06291565138473,71.62679657156293,341,255,86 runs,India,Hashmatullah Shahidi,Mohammed Siraj,0.8274764209732243,262.4,242.1
Delhi,Home_India,India,Field,Afghanistan,93.64074194372492,83.85874243468872,74.98233915776197,75.95578075037042,0.8731384885441197,0.3304338907062029,1,9,75.03359102476044,70.60857324156315,239,289,50 runs,Afghanistan,Hashmatullah Shahidi,Rashid Khan,0.7948515707218232,254.7,247.1
Chennai,Home_India,India,Bat,India,92.72294360303636,93.83982893767744,61.60798057983959,74.25452240945161,0.5093836086884618,0.43176666294977717,1,9,76.10604653911807,77.32384791529847,264,270,6 wickets,Afghanistan,Rahmanullah Gurbaz,Mujeeb Ur Rahman,0.8031068019822364,255.8,249.1
Sharjah,Neutral,India,Field,Afghanistan,83.30294931146956,80.32755282860047,82.48632711384587,86.32942741761573,0.6610445753360651,0.6561210228454081,1,9,71.51846682788918,72.10450495489101,220,214,7 wickets,India,Shubman Gill,Kuldeep Yadav,0.8400515492463138,252.1,244.4
Mumbai,Home_India,India,Field,Afghanistan,81.89855543869311,77.45166313014366,83.19835503092554,75.44422164768335,0.7937948161289614,0.4468695257725168,1,9,60.56642635728704,53.01591076075508,300,299,4 wickets,India,Rohit Sharma,Mohammed Siraj,0.8051646736098048,255.9,243.9
Delhi,Home_India,Afghanistan,Bat,Afghanistan,78.36838316448197,88.90976918355301,77.4658897357989,81.1905258685401,0.6970087416082034,0.6659544600486016,1,9,74.67589553941846,63.50795580489915,259,279,20 runs,Afghanistan,Rohit Sharma,Fazalhaq Farooqi,0.7755397374164446,257.0,246.0
Mumbai,Home_India,Afghanistan,Field,India,71.05836231295758,87.67070587232341,66.21339359817732,71.9955708531657,0.8083258086657286,0.4308884732645815,1,9,67.26587676039426,55.07173247401117,290,250,40 runs,India,Virat Kohli,Mohammed Siraj,0.793561981276995,262.8,248.3
Sharjah,Neutral,India,Bat,India,81.34384400625883,85.13860232154389,77.18474781714286,79.56552009365889,0.82428826917807,0.3179005735704952,1,9,68.89322174338191,58.40402356326139,330,290,40 runs,India,Rahmat Shah,Mohammed Shami,0.8016315988849119,267.0,256.8
Dubai,Neutral,Afghanistan,Bat,Afghanistan,77.74413285357258,85.43768923854957,76.59261197315641,73.76531181307172,0.7877880925253524,0.434466135431832,1,9,68.70851031944281,66.23564167571072,219,217,4 wickets,India,Virat Kohli,Noor Ahmad,0.759671983355113,267.5,257.3
Dubai,Neutral,India,Field,Afghanistan,70.59290900764476,76.59578247268001,70.44923858966318,86.6869923620104,0.7886047119373695,0.3352506278002231,1,9,85.38954038342621,71.96902311824543,279,275,4 wickets,India,Suryakumar Yadav,Mohammed Shami,0.824376267425289,274.1,263.8
Chennai,Home_India,India,Bat,India,80.10274619357392,79.43002101707705,72.80058472771898,77.62336037864989,0.7153305488039648,0.5260295165920421,1,9,88.46114754717543,77.06736869288694,270,272,6 wickets,Afghanistan,Rahmat Shah,Rashid Khan,0.7609353933354973,267.0,265.5
Mumbai,Home_India,India,Field,Afghanistan,91.89292591397349,91.02833621817254,83.58570268163214,67.26537675862627,0.6060493045782958,0.49802237826183393,1,9,85.39603479370216,65.15497134568197,228,222,7 wickets,India,Suryakumar Yadav,Kuldeep Yadav,0.7904917713368806,265.9,258.8
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,76.310345324414,89.63552190075345,64.1183502221931,73.08118649706331,0.6059465031254285,0.43994467768899137,1,9,81.2497214723391,61.03541543428403,274,290,16 runs,Afghanistan,Ibrahim Zadran,Rashid Khan,0.8304622441540405,266.9,260.8
Delhi,Home_India,Afghanistan,Field,India,90.1254423308657,82.39777251296249,76.21335397583356,81.68396083822215,0.5838643688446802,0.6538699939813399,1,9,78.48672754820859,62.86175425254444,323,289,34 runs,India,Virat Kohli,Mohammed Shami,0.7967570361613298,277.2,268.3
Mumbai,Home_India,India,Bat,India,78.44276936810562,91.19348516176146,77.39194158038347,82.61303873246166,0.676480440885173,0.5865905050568667,1,9,71.5948116859174,56.33788750814589,339,285,54 runs,India,Rohit Sharma,Mohammed Siraj,0.8342015519718509,281.1,266.9
Mumbai,Home_India,Afghanistan,Field,India,77.76502428488324,84.2193918442508,76.85003427674634,77.45464448881722,0.8373711182836197,0.6046970825878064,1,9,61.74891611587071,79.95263701771322,321,260,61 runs,India,Rohit Sharma,Jasprit Bumrah,0.7841881322056116,287.3,265.0
Delhi,Home_India,India,Field,Afghanistan,86.27994280238366,92.12570256093525,62.809574373217735,72.99797021786426,0.8505683774417971,0.38066208450675687,1,9,62.34726295740068,73.64356819835658,253,251,7 wickets,India,Rohit Sharma,Jasprit Bumrah,0.8457636293998436,283.6,265.1
Sharjah,Neutral,India,Field,Afghanistan,90.8871538910824,78.25304436379801,81.35864956956789,80.7956592987349,0.7080330732866336,0.632100077112554,1,9,72.57747747956897,55.819818686701915,279,281,2 runs,Afghanistan,KL Rahul,Mujeeb Ur Rahman,0.7709468431805236,278.5,264.2
Chennai,Home_India,Afghanistan,Field,India,83.28326981682939,91.11161652882467,79.78381809130836,78.37143081570522,0.8123141933461906,0.3767093833174684,1,9,61.50193581279883,76.209014679041,316,270,46 runs,India,Rahmanullah Gurbaz,Jasprit Bumrah,0.7538264144989302,288.2,269.5
